Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
77278.69702818657,6.238891014754013,6.919204136372873,2.13,21725.95428963467,1323952.027425176,"08639 Garcia Port
Anthonybury, CT 17971"
86754.1966286121,6.604439818568124,6.252454805349369,4.02,43017.440757153636,1662494.7355443896,"91863 Curtis Point
New Richard, AK 99996-7554"
74399.84098191423,6.382452912235433,7.252665322385219,6.36,41084.6628246322,1417819.740218086,"03819 Lee Junction Suite 046
Mooneyborough, WA 19656"
49408.198340144314,5.825920475606762,5.831738972572462,3.32,26881.130597967138,549976.1455595789,"7796 Joseph Burg
Danielsside, RI 70370"
62279.790051573924,6.108449991281682,6.306116349848911,4.12,35263.65313745236,1054770.980647526,"173 Mendoza Land
West John, NJ 57690"
73078.20408561832,5.923906389599877,6.445456690525836,3.32,54915.961781984035,1415647.553437237,"3288 Lee Pass
South Julieton, PW 02759-4964"
72942.70505913401,4.786222295086708,7.3198855301255525,6.41,24377.909049316557,948788.2757094484,"86908 Marshall Port Suite 252
Scotttown, NM 69143"
63819.62285114139,5.949839470643138,8.022469239326934,4.09,27825.57206129437,1159596.518619623,"951 Bryant Dale Suite 735
Lake Jacqueline, NH 95266"
73265.44988790638,8.314761978982546,7.4255974600340915,3.24,21030.96617717162,1547133.3964004475,"00301 Bradshaw Avenue Suite 833
Suzannefurt, IN 00654-8754"
68488.13117301985,6.116111748260705,7.182527480002909,5.08,18267.954705638844,1186688.505938349,"84473 Ochoa Pines Apt. 808
Jamesport, KY 70207-2955"
55193.857453150056,7.186120666999299,5.096917456207575,4.01,32537.818768918012,772111.9721021007,"13706 Morgan Turnpike Suite 378
Hohaven, NC 42699"
77434.68924044503,6.309271353146576,5.219754029195479,3.06,36252.34068234427,1172730.1557693179,"4872 Delgado Ramp
North James, IA 36544"
66158.88158501312,4.4764290664648465,6.91174261004152,2.28,37098.74217235172,1111085.0168910609,"73202 Christopher Tunnel
New Roberttown, MN 08925-1536"
60502.909333844495,7.533380986145507,5.731824124869714,4.23,33579.631512167616,1022781.1707429123,"8781 Olivia Port Apt. 225
Thompsonside, VT 22884"
60910.893793329706,5.6354667376139105,7.3259737812411725,4.2,43347.804001154516,1274474.5458934947,"PSC 9354, Box 0703
APO AA 58696-1278"
73931.97852158835,6.39410766659858,4.580839920871763,4.32,36543.067280548086,1213530.8498658694,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
59539.94845013643,6.018590243347785,7.007676165647252,5.43,58600.82714967577,1411730.4772588315,"122 Russo Neck
South Kevin, KY 20712-5282"
56547.507187403826,5.435415182555817,6.515149876905348,3.13,37585.27457622871,858685.5659249562,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
65950.34701683298,5.476513157767185,6.71784430631321,3.28,40110.847604950715,1200961.8209226294,"7125 Mullins Cliff
Maryborough, WY 66971"
74533.16208198754,6.679353130059197,5.919230725467024,4.0,49481.56580760432,1520234.2293774572,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
66422.91905176673,7.122071850326434,7.078583744940183,6.36,31019.324820690395,1360908.3196200058,"61090 Griffith Ridges
Craigstad, AK 28807-8602"
74334.49484891063,5.419012564079195,6.261535284081697,4.12,41640.435660656716,1360920.5303860817,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
63538.34615822216,4.764499308149973,7.168662410843209,3.27,43282.18300425021,1146532.4547405615,"10973 Clark Trafficway
Meyersbury, LA 63237"
83953.10483909659,7.385134534015018,6.898846568957157,3.08,37283.35764595176,1789098.5206914945,"91733 Baker Orchard
South Kyle, KS 37301"
57279.06357585893,5.118108904793296,6.561520216102696,3.17,44023.79068493212,852099.4640268538,"024 William Course
East Charlotteview, DE 69073-3104"
56553.5502526617,5.691129212559008,7.021252354277723,3.15,29682.409864227804,746096.728900488,"PSC 4455, Box 3268
APO AP 45454"
75795.57598259096,5.7867800238068225,7.327325342996355,6.25,33197.77774263014,1534479.906564421,"562 Brown Junction Suite 282
Christopherborough, KS 20719"
70848.78865873713,5.282325020456477,6.7664446637172535,3.27,40458.735869517404,1215608.5310559657,"USCGC Thompson
FPO AA 13237-3887"
59787.40450393624,5.653120315532116,6.594592279140103,3.43,32402.107549146833,941594.3284107696,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
64826.37189495595,4.010907337105416,8.290419812591507,4.38,60286.043101357674,1204598.0374631258,"Unit 2139 Box 3667
DPO AP 49517"
65925.8537962682,7.605511953651169,7.070409540665196,3.28,34171.360073668664,1597655.2584122843,"253 Golden Island
East Donald, CT 91882"
64419.25263834638,6.954422125564921,8.51616004802799,6.16,39318.17075472386,1492011.4958621287,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
58544.460298238766,8.562610576392464,7.276308629143928,4.28,30865.58695374529,1421216.5044408585,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
68791.79168848526,4.7255522284996285,6.704201604222819,4.11,48423.32244417688,1132522.9012947134,"2833 Townsend Cliffs
New Tommy, MP 86130-3426"
82061.56520383859,4.18282822762296,5.963031884078483,4.1,36271.408495749216,1102821.4381808082,"708 Pena Ramp
Terryburgh, CA 31572-1304"
80659.52544359624,5.43630620204688,7.1007534318037715,6.24,52947.03636008709,1856211.350359604,"8030 Ruiz Dale
Shermanchester, KY 56950-5684"
66668.09352103536,6.184965338620103,7.863127436732537,3.35,47075.21223266851,1687998.9329604746,"Unit 3857 Box 9497
DPO AE 92239"
64721.56449637062,5.677637526773959,6.971331701061323,4.48,36115.81636440278,1063423.0072648665,"042 Mitchell Mountains
Adamsview, OR 44424"
65199.989940295,6.4457428983166905,6.937127028132983,3.2,28366.035431853423,1177289.88620479,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
74579.98952724633,4.639654130697788,5.521489298839982,3.07,42806.146643801265,1173474.3788373224,"38449 Shaw Glen
Pattonside, TX 98415"
76273.67032549286,7.879751800787583,4.500165347584368,3.39,46974.57878575339,1637259.9986677852,"82387 Hensley Bypass
Danielmouth, ME 30791"
67561.94206013891,5.251400747142777,7.658576338909918,4.04,35517.54187040426,1238938.2905319994,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
48904.983269316836,4.8449725308343625,5.448956029609428,3.38,32960.75307019123,201898.08657249613,"2124 Garcia Viaduct
North Kellytown, DC 30864"
72145.96721315151,6.398625990192602,8.258634923487291,6.06,28882.900854673746,1439506.1015570092,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
70805.61068360135,4.4437289238424595,5.809147305516637,3.3,29268.826741684727,585608.6326222321,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
65383.337917286866,7.512526778745121,6.6400320037539995,3.46,35114.402463487364,1294685.1585470121,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
95450.29308601316,6.595060684781336,6.850361008137979,3.33,39388.515521077454,2014851.344161515,"035 Mark Bridge
West Craig, MT 78649"
73698.69635729125,6.3727309322299455,6.5783520737636305,4.33,51815.09641862213,1840236.0058026887,"69600 Wilson Rue
Elizabethland, PW 17767-2884"
66263.91050116325,6.374930066018735,6.7369741310107445,4.41,49829.951500481395,1441421.912993609,"001 Steve Plaza
Jessicastad, UT 25190"
75394.75958162155,6.933352467549662,7.834099800649182,4.48,22268.07530558209,1498640.5506503703,"238 Anthony Drive
Acostahaven, AS 62753-6637"
65984.75064485827,6.512270085009224,6.316480020228284,2.38,21867.47693989448,954746.5764328244,"01818 Wilson Spurs
West Andreaton, SD 69568-7005"
66477.26279229036,6.982151725125714,6.038487979300023,2.37,32458.98669901376,1124635.9316285902,"95779 Walton Square
Bakershire, PR 49599"
69284.25963691327,5.3474470914238745,7.1734258851799915,3.45,40282.72428010049,1169944.2477587468,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
70404.49610371923,5.544083725506495,6.001261362192467,2.02,37127.925501004196,1114430.95342313,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
74218.4890218834,8.069721867473751,6.506374302162949,4.37,46770.6609678888,1783534.8388273641,"106 Williams Well Apt. 657
Samanthaview, PR 87811"
63441.71464512622,6.471673726586273,7.064811136062072,3.22,48061.75267334161,1302933.2475692779,"Unit 3405 Box 4348
DPO AP 68816-2990"
57493.924570279465,6.8932601570417855,6.734045416240348,4.41,47039.21532294127,1241483.6118732512,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
81543.77731533442,5.503923196339867,5.897052836266327,2.14,9816.300884708531,954114.5439535476,"Unit 5889 Box 7282
DPO AE 41177-0399"
78633.97375508897,5.465393231160197,7.53114301190621,3.24,43728.803486197095,1555320.5000011197,"075 Andrea Green Suite 201
Johnshire, KS 50389"
52202.853719713516,4.869306181391179,4.414380865779894,2.23,42165.81245686793,404976.365896227,"6811 Spears Trail Suite 081
East Troy, MS 43910"
67980.38878192916,5.562938814255565,6.159705222415725,2.44,25909.079196423907,1073183.759841627,"69401 Danielle Motorway
New Dennis, IL 53971"
78568.44916405229,5.475737319995329,6.291600795963247,2.29,41016.64709111233,1422195.8794505682,"2276 Riley Flats Suite 975
Johnmouth, NH 39983"
55472.65482690559,4.822147136010048,5.8559723089516895,3.2,15353.956428663045,340605.2113124609,"91111 Crane Spur
Kathleenmouth, ME 43022-3191"
67579.23479443134,5.973219004488523,7.754357545442311,6.32,21762.949685625357,1170959.5262846122,"744 Hill Ports
Mooreside, MH 20945-2825"
61456.15070378085,6.882954326433157,6.417572621814379,4.19,30821.41208657685,942838.1647218134,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
60815.39039496142,7.170128530473722,7.984335122159103,4.11,31233.649345910067,1401613.9197693218,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
51217.181160371845,5.384841407498108,8.776160033559263,3.41,47089.47508109751,1175504.48633204,"USS Harrington
FPO AE 12326"
63027.67471485826,4.855968121105956,5.580905937457928,2.3,35991.72063788777,608794.2466921951,"246 Michele Lock Suite 093
South Michellemouth, VI 62800"
62484.855299128,6.496651466369282,7.322709774158183,5.13,26882.651794677204,946943.0362171356,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
73923.4662743976,7.005505784838957,7.13506334705251,6.04,58745.312027558924,1819900.6366437143,"232 Allen Ridge
West Jasonview, CT 93021"
79737.60976390014,7.315957927203858,6.6110960049951695,2.17,28307.314325644977,1463130.2729789368,"5042 Ricky Road
New Candice, MN 40661-8809"
63890.47156766457,4.97230656848968,7.916386397194928,5.49,43416.497820927936,1252391.1798421678,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
67310.03695278612,7.19379298887946,7.760732554508707,5.28,43310.61242826768,1714445.1746365826,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
73145.73021780259,4.096517242790362,7.25421743282951,3.18,49463.37887902853,1291759.392660681,"8533 Sparks Lodge
New Kevin, GA 98179"
86924.35876562174,6.832939698754405,7.738295553417699,6.32,28719.41088814547,1809154.2893631738,"922 Mark Lodge
Matthewton, ID 71131-3139"
74384.10562904492,7.411486570673661,5.1648654759782895,2.3,17117.443674840757,1200539.361167783,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
67477.78818404296,6.6235282933178175,7.916171659861113,5.1,29763.92534861556,1300265.2104154662,"PSC 8479, Box 0952
APO AA 33741"
71202.9569203271,4.318869132877143,6.634954065509124,4.37,34207.397208470094,997448.7280769936,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
85845.31779919547,6.743652960918068,9.468766369195867,3.46,46477.67868450174,2152959.4089430883,"255 Sosa Pines Suite 751
Wilsonview, MT 31615"
72138.87048244949,7.163640935330664,8.485778262707221,5.45,35799.638274321755,1629983.8467032425,"156 Conner Lane
East Brittany, MI 26733"
44806.00516405547,4.494570527956874,4.7253251166241865,3.1,57390.89007381044,497579.4465868728,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
67504.1784594896,5.329798508888414,5.89441194891935,4.36,37441.12054361438,890112.5493178923,"67610 Smith Knolls
Brendaberg, MA 55188-7972"
74706.10053171057,5.003327764385793,5.661064126685242,2.05,39680.609320436066,1064685.698733535,"504 Robertson Streets
Jamesshire, WA 56754"
68898.34591339418,6.7876485292640485,7.871352644418106,6.39,39515.57156160544,1530124.0163168954,"777 Ross Crossroad
Kaiserville, RI 24445"
58118.01816079887,8.13721447105525,5.65090028566729,4.36,35598.390437472044,1246246.8277597644,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
77643.28308709673,6.070115922340354,5.381038359373993,4.45,35512.2550468822,1240754.932046382,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
67769.82559099872,8.074693667681723,6.7616314076168775,4.22,33254.60340942823,1760734.6903640141,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
74411.05989226673,5.534627543649976,7.2101233611688516,6.44,43537.50294550512,1393746.760467427,"4930 James Flats
New Shannon, NJ 75829-8040"
73101.07879766863,4.1041299227226125,8.920333221277762,4.35,29497.971293353734,1172385.8977045629,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
58708.417156740135,5.083861035728073,6.262825883607428,4.07,15969.926041239794,483986.10899252974,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
63876.0599100904,7.080219325540688,7.187432974886651,3.37,38052.87644316596,1388530.1566836066,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
68343.15409141897,6.39244379007958,8.42511289496364,6.2,40653.87006540168,1721739.3841384957,"4746 Morgan Forge
Diaztown, VT 79978"
73064.97996127995,5.994062799456889,7.204368895136857,6.19,30699.33971051107,1276448.7920429741,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
67367.26808279865,6.774710808664321,6.690894898640917,2.49,32547.272533076568,1161742.677446362,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
66547.18175159235,6.350672041927902,5.305000412053215,2.04,16741.964987126685,786407.9451174276,"249 Susan Canyon
North Jessica, ID 13412"
73313.5453841825,6.4147232356051775,8.492901228869574,4.46,37808.99667212122,1604920.973458414,"08091 Bush Course
New Michael, RI 47524-7511"
47681.361733034515,6.890508224210208,7.788267986215613,5.13,50908.97890911073,1230149.1367864413,"PSC 6933, Box 3805
APO AP 50576"
67910.94912846226,6.4458519070193985,6.675937267762167,4.32,31379.782970582397,1051644.5540225492,"6798 Smith Junctions
Wolfeton, WY 86565-5079"
69277.8912498076,6.142591681366374,7.811724470630432,5.15,43717.9130919397,1415073.6141811854,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
67946.71467561321,5.403175672900816,5.671136342785448,3.21,35197.94256902535,1043483.9151320348,"68672 Guzman Ridge
Clinefurt, WI 04078-6179"
90975.11327248043,4.740683034960744,8.320351986302773,6.45,44426.21364759751,1544379.7477356796,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
61885.546440328886,5.405265969173887,6.9141957695988205,3.22,48726.951303303016,1352135.9672641808,"USCGC Hess
FPO AE 29193"
